SKU;КодКаспи;Номенклатура;Поставщик;Остаток;Цена;РРЦ;Артикул;Производитель;КредитРассрочка;БонуснаяЦена;СпецЦена;СрокГарантии;Категория;КодПоставщика;
52440;"18500028";"Графический планшет Huion H1060P";"VenderP";21;29000;38990;"H1060P";"Huion";36105;31772;30220;"12 мес.";"Графические планшеты";"22200";
52427;"18500031";"Графический планшет Huion H640P";"VenderP";51;15000;24990;"Huion H640P";"Huion";19875;17490;15800;"12 мес.";"Графические планшеты";"29073";
52439;"18500046";"Графический планшет Huion H950P";"VenderP";51;24700;33390;"Huion H950P";"Huion";30999;27279;25791;"12 мес.";"Графические планшеты";"29075";
53545;"102499898";"Акустическая система HP DHE-6000";"VenderP";51;4290;6490;"DHE-6000";"HP";6221;5474;4769;"12 мес.";"Акустические системы";"36994";
53546;"102386204";"Акустическая система HP DHS-2101, 6Вт, USB, Black";"VenderP";51;5790;8990;"DHS-2101";"HP";8222;7235;6314;"12 мес.";"Акустические системы";"36999";
53544;"102386120";"Акустическая система HP DHS-2111, 6Вт, 3,5 Mini Jack, USB, Black";"VenderP";51;3120;4590;"DHS-2111";"HP";3900;3742;3564;"12 мес.";"Акустические системы";"37000";
55732;"103156811";"Корпус Aerocool Gladiator Black, Duo-G-BK-v1";"VenderS";30;27700;48043;"Gladiator Duo-G-BK-v1";"AeroCool";34487;32171;30639;"1 мес.";"Корпуса";"36888";
55732;"103156811";"Корпус Aerocool Gladiator Black, Duo-G-BK-v1";"VSTrade";40;43990;48043;"Gladiator Duo-G-BK-v1";"AeroCool";34487;32171;30639;"1 мес.";"Корпуса";"31363";
52795;"100673892";"Кофемолка Scarlett SC-CG44505";"VenderP";22;7118;9490;"SC-CG44505";"Scarlett";9609;8456;7682;"12 мес.";"Кофемолки";"48379";
88904995;"3701585";"Пылесос Philips FC9352/01";"VenderP";16;81828;99790;"FC9352/01";"Philips";97375;89547;85283;"12 мес.";"Пылесосы";"74394";
52724;"101389243";"Вентилятор для корпуса Bequiet! Pure Wings 2 140mm PWM, BL083";"VenderP";73;4176;6590;"BL083";"be quiet!";6210;5465;4401;"12 мес.";"Охлаждение для корпусов ПК";"36429";
88897081;"101079827";"Материнская плата S-AM4 Gigabyte A520 AORUS ELITE";"Asbis";82;43074,16;59390;"A520 AORUS ELITE";"Gigabyte";54123;47628;44716;"36 мес.";"Материнские платы";"170192-A520 AORUS ELITE";
88897081;"101079827";"Материнская плата S-AM4 Gigabyte A520 AORUS ELITE";"VenderP";15;50691;59390;"A520 AORUS ELITE";"Gigabyte";54123;47628;44716;"36 мес.";"Материнские платы";"50827";
45571;"110832150";"Точка доступа TP-LINK EAP225";"VenderP";51;55709;68990;"EAP225";"TP-LINK";66572;60512;57630;"12 мес.";"Беспроводные точки доступа";"23990";
53583;"113307368";"Батарея SVC 12V 7Ah, AV7-12/S, 100x151x65 мм";"VenderP";51;5616;7830;"AV7-12/S";"SVC";7975;7018;6309;"1 мес.";"Аккумуляторы для ИБП";"38381";
53581;"103099058";"Батарея SVC 12V 7.5Ah, AV7.5-12/S, 100x151x65 мм";"VenderP";51;5986;8200;"AV7.5-12/S";"SVC";8500;7480;6705;"6 мес.";"Аккумуляторы для ИБП";"38387";
53582;"113307376";"Батарея SVC 12V 9Ah, AV9-12/S, 100x151x65 мм";"VenderP";51;7191;9910;"AV9-12/S";"SVC";9945;8752;7994;"6 мес.";"Аккумуляторы для ИБП";"38388";
88899978;"";"Плата управления Intel AXXRMM4LITE2 Remote Management Module";"Asbis";11;23340,68;25016;"AXXRMM4LITE2";"Intel";31627;27831;24241;"12 мес.";"Опции для серверов";"14-AXXRMM4LITE2";
88899979;"";"Комплект крепежа в стойку (рельсы)  Intel AXXELVRAIL";"Asbis";1;13261,75;30019;"AXXELVRAIL";"Intel";18898;16630;13860;"12 мес.";"Опции для серверов";"14-AXXELVRAIL";
47649;"101194465";"Маршрутизатор MikroTik RB951Ui-2nD";"VenderP";51;22758;29130;"RB951Ui-2nD";"MikroTik";29130;25634;23691;"12 мес.";"Маршрутизаторы";"50256";
46110;"18300998";"Сумка для ноутбука Defender Geek 15-16"", черная";"акцент";49;5569;6990;"26084";"Defender";7908;6959;5886;"1 мес.";"Сумки для ноутбуков";"00-00001235";
46107;"132368942";"Внешний HDD 1Tb Apacer AP1TBAC630T-1, Black/Orange";"VenderP";21;33550;46250;"AP1TBAC630T-1";"Apacer";42575;37466;34657;"24 мес.";"Внешние HDD/SSD";"34204";
57249;"103116752";"Шкаф коммуникационный SHIP 601S.6815.24.100 15U 600*800*800 мм";"VenderP";16;120290;173753;"601S.6815.24.100";"SHIP";147351;140495;133805;"12 мес.";"Напольные шкафы";"1796";
44800;"";"Картридж струйный HP C9372A, № 72, Magenta";"comportal";1;41363;;"C9372A";"HP";49842;44734;42604;"1 мес.";"Матричные картриджы и ленты";"62368а";
44800;"";"Картридж струйный HP C9372A, № 72, Magenta";"VSTrade";10;46375;;"C9372A";"HP";49842;44734;42604;"1 мес.";"Матричные картриджы и ленты";"2429";
44801;"";"Картридж струйный HP C9374A, № 72, Grey";"Марвел";1;46121,58;;"C9374A";"HP";55577;50038;47655;"1 мес.";"Картриджи струйные";"MarvelC9374A";
44801;"";"Картридж струйный HP C9374A, № 72, Grey";"VSTrade";8;46375;;"C9374A";"HP";55577;50038;47655;"1 мес.";"Картриджи струйные";"2432";
44801;"";"Картридж струйный HP C9374A, № 72, Grey";"comportal";7;46932;;"C9374A";"HP";55577;50038;47655;"1 мес.";"Картриджи струйные";"62370";
46075;"6801059";"Жесткий диск 2Tb Seagate ST2000DM008";"Ацерти";95;48150;30369;"ST2000DM008";"Seagate";58021;53243;50708;"24 мес.";"Жесткие диски 3.5"" (для ПК)";"20886";
88909228;"";"Картридж HP CF280X";"Марвел";8;116828,52;;"CF280X";"HP";149541;128970;120533;"1 мес.";"Картриджи, тонеры, барабаны";"MarvelCF280X";
45379;"120622926";"Картридж Europrint EPC-CF280X, LaserJet Pro 400 M401, MFP M425";"VenderS";51;3056;4221;"EPC-CF280X";"Europrint";4216;3582;3348;"12 мес.";"Картриджи, тонеры, барабаны";"13497";
46135;"9200554";"Комплект беспроводной клавиатура + мышь Defender Columbia C-775, Black";"Пульсер";6;4535;6590;"Columbia C-775";"Defender";6576;5787;4921;"12 мес.";"Наборы Клавиатура + Мышь";"165907";
46135;"9200554";"Комплект беспроводной клавиатура + мышь Defender Columbia C-775, Black";"акцент";24;5179;6590;"Columbia C-775";"Defender";6576;5787;4921;"12 мес.";"Наборы Клавиатура + Мышь";"Н0000021156";
47395;"103171270";"Батарейка CAMELION 6F22, 6LR61-SP1, Plus Alkaline , 9V, 1шт";"VenderP";241;520;890;"6LR61-SP1";"CAMELION";1107;974;606;"1 мес.";"Батарейки и зарядные устройства";"38293";
39096;"";"Фальш-панель SHIP 700601100";"VenderP";51;653;1015;"700601100";"SHIP";1015;1074;1023;"1 мес.";"Комплектующие для шкафов";"1016";
88908125;"";"Патч Корд Ship, Cat.5e, LSZH, UTP, RJ-45, 0.5 метра, S3025RD0050-P, Red";"VenderP";301;325;451;"S3025RD0050-P";"SHIP";451;397;353;"12 мес.";"Патчкорды и коннекторы";"1303";
88908126;"102159357";"Патч Корд Ship, Cat.5e, LSZH, UTP, RJ-45, 1 метр, S3025YL0100-P, Yellow";"VenderP";201;460;659;"S3025YL0100-P";"SHIP";659;580;497;"12 мес.";"Патчкорды и коннекторы";"606";
88908127;"";"Розетка настенная SHIP A169, 1 модуль, Cat.5e, RJ-45, FTP, белая";"VenderP";201;736;1227;"SHIP A169";"SHIP";1183;1041;793;"1 мес.";"Телекомуникационные розетки";"1334";
46626;"104140243";"Кабель питания С13 SHIP SH5005-1.2P, 1.2 метра";"VenderP";101;576;1067;"SH5005-1.2P";"SHIP";767;699;666;"1 мес.";"Кабели";"23321";
46627;"103699869";"Кабель питания С13 SHIP SH5007-3P, 3 метра";"VenderP";61;1103;1850;"SH5007-3P";"SHIP";1467;1292;1230;"12 мес.";"Кабели";"23323";
39123;"100677009";"Полка выдвижная SHIP 700255100";"VenderP";20;14774;22074;"700255100";"SHIP";19799;17423;15567;"1 мес.";"Комплектующие для шкафов";"1938";
39114;"103125750";"Полка выдвижная SHIP 700235100";"VenderP";29;10754;16729;"700235100";"SHIP";15141;13324;11427;"1 мес.";"Комплектующие для шкафов";"1878";
41984;"6800659";"Диск SSD 2.5"" 480Gb Kingston A400, SA400S37/480G";"акцент";101;21775;29967;"SA400S37/480G";"Kingston";27328;24048;22528;"36 мес.";"Твердотельные диски (SSD)";"Н0000017493";
41984;"6800659";"Диск SSD 2.5"" 480Gb Kingston A400, SA400S37/480G";"Elco";55;21868;29967;"SA400S37/480G";"Kingston";27328;24048;22528;"36 мес.";"Твердотельные диски (SSD)";"ElcoSA400S37/480G";
41984;"6800659";"Диск SSD 2.5"" 480Gb Kingston A400, SA400S37/480G";"VenderP";1;22591;29967;"SA400S37/480G";"Kingston";27328;24048;22528;"36 мес.";"Твердотельные диски (SSD)";"886";
41984;"6800659";"Диск SSD 2.5"" 480Gb Kingston A400, SA400S37/480G";"Пульсер";51;22913;29967;"SA400S37/480G";"Kingston";27328;24048;22528;"36 мес.";"Твердотельные диски (SSD)";"133912";
38367;"5400045";"ИБП SVC RT-10KL-LCD, 8000W";"VenderP";16;522565;696754;"RT-10KL-LCD";"SVC";634912;588152;560145;"12 мес.";"Источники бесперебойного питания";"8590";
54704;"100067561";"Точка доступа MikroTik cAP ac RouterOS L4 RBcAPGi-5acD2nD";"VenderP";51;44000;52965;"RBcAPGi-5acD2nD";"MikroTik";53020;47849;45570;"12 мес.";"Беспроводные точки доступа";"64090";
88900101;"101147198";"IP-телефон Grandstream GXP1610, черный";"VenderP";51;13900;25230;"GXP1610";"Grandstream";18418;16207;14567;"12 мес.";"IP-телефоны";"51076";
88909261;"12900078";"Картридж HP CF233A, LaserJet M106, M134";"VSTrade";4;10600;;"CF233A";"HP";13886;11896;11118;"1 мес.";"Картриджи, тонеры, барабаны";"13400";
88909261;"12900078";"Картридж HP CF233A, LaserJet M106, M134";"Марвел";17;11133,9;;"CF233A";"HP";13886;11896;11118;"1 мес.";"Картриджи, тонеры, барабаны";"MarvelCF233A";
88909651;"101953634";"Шкаф настенный Ship VP5412.100 12U 570*450*635 мм";"VenderP";41;50601;73090;"VP5412.100";"SHIP";60721;57363;54631;"1 мес.";"Настенные шкафы и опции";"18935";
46149;"113351699";"Кабель питания Cablexpert PC-186A-VDE, С13, 1.8 м";"акцент";4;1648;1975;"PC-186A-VDE";"Cablexpert";2060;1904;1813;"1 мес.";"Кабели";"Н0000020053";
38248;"7600206";"Маршрутизатор TP-LINK TL-WR842N";"stn";3;12740;15890;"TL-WR842N";"TP-LINK";16881;14855;13372;"12 мес.";"Маршрутизаторы";"0000013671";
38248;"7600206";"Маршрутизатор TP-LINK TL-WR842N";"VenderP";51;12831;15890;"TL-WR842N";"TP-LINK";16881;14855;13372;"12 мес.";"Маршрутизаторы";"24080";
55399;"103698110";"Процессор Intel Core i5-12400F ОЕМ";"Ацерти";858;65003;86190;"i5-12400F OEM";"Intel";77354;70374;67023;"12 мес.";"Процессоры";"29700";
55399;"103698110";"Процессор Intel Core i5-12400F ОЕМ";"Elco";237;65238;86190;"i5-12400F OEM";"Intel";77354;70374;67023;"12 мес.";"Процессоры";"ElcoCore i5-12400F";
55399;"103698110";"Процессор Intel Core i5-12400F ОЕМ";"Пульсер";101;69854;86190;"i5-12400F OEM";"Intel";77354;70374;67023;"12 мес.";"Процессоры";"172490";
55399;"103698110";"Процессор Intel Core i5-12400F ОЕМ";"VenderP";51;70549;86190;"i5-12400F OEM";"Intel";77354;70374;67023;"12 мес.";"Процессоры";"41464";
56343;"102600625";"Адаптер Bluetooth TP-Link UB400";"VenderP";81;4514;5590;"TP-Link UB400";"TP-LINK";6545;5760;4729;"12 мес.";"Беспроводные адаптеры";"34500";
88909187;"100484446";"Смарт-приставка Xiaomi Mi TV Stick MDZ-24-AA PFJ4098EU";"VenderP";51;20023;22990;"MDZ-24-AA PFJ4098EU";"Xiaomi";25129;22113;20974;"12 мес.";"Приставки к ТВ";"37994";
53586;"40600045";"Сетевой фильтр Defender ES (5розеток 1.8m), Black";"Ацерти";9;1867;2490;"ES 1.8m Black";"Defender";2558;2251;2073;"12 мес.";"Сетевые фильтры, адаптеры";"15292";
45278;"9100439";"Мышь Delux DLM-137OGB, Black";"VenderP";51;2000;3990;"DLM-137OGB";"Delux";2500;2268;2160;"12 мес.";"Мыши";"9594";
34488;"40600037";"Сетевой фильтр Defender DFS 153 (6розеток 3m), White";"акцент";101;2434;3090;"DFS 153 White";"Defender";3043;2790;2657;"12 мес.";"Сетевые фильтры, адаптеры";"Н0000014445";
34488;"40600037";"Сетевой фильтр Defender DFS 153 (6розеток 3m), White";"Ацерти";82;2445;3090;"DFS 153 White";"Defender";3043;2790;2657;"12 мес.";"Сетевые фильтры, адаптеры";"10409";
34508;"5400503";"ИБП SVC V-600-L";"VenderP";51;17000;20400;"V-600-L";"SVC";22100;20448;19190;"12 мес.";"Источники бесперебойного питания";"14465";
88903750;"102360449";"Монитор 27"" DELL SE2722H, 210-AZKS";"Абрис";19;68315;;"210-AZKS";"DELL";81295;76368;72731;"12 мес.";"Мониторы";"736383";
54229;"102360508";"Корпус Zalman, Z3 Iceberg Black";"Пульсер";1;26568;39900;"Z3 Iceberg Black";"Zalman";35130;30914;29428;"1 мес.";"Корпуса";"169004";
53068;"101571106";"Клавиатура Defender Ultra HB-330L RU, USB";"акцент";24;4323;5490;"Ultra HB-330L";"Defender";6268;5516;4703;"12 мес.";"Клавиатуры";"Н0000028377";
48116;"100785258";"USB Flash drive 64Gb Apacer AH25, AP64GAH25BR-1, USB3.1, Red";"VenderP";51;2128;3692;"AP64GAH25BR-1";"Apacer";2660;2354;2242;"24 мес.";"USB Flash накопители";"34217";
48114;"12800556";"USB Flash drive 64Gb Apacer AH336, AP64GAH336B-1, USB2.0, Black";"VenderP";51;1796;3115;"AP64GAH336B-1";"Apacer";2392;2105;1900;"24 мес.";"USB Flash накопители";"34235";
39140;"106811586";"Кабельный тестер SHIP G278";"VenderP";46;12115;17002;"SHIP G278";"SHIP";16106;14173;12508;"12 мес.";"Контрольно-измерительные приборы";"1345";
47918;"6600799";"Оперативная память DDR4 2666/16Gb GEIL, GN416GB2666C19S";"Ацерти";21;30495;18833;"GN416GB2666C19S";"Geil";37661;33142;31510;"36 мес.";"Оперативная память";"20788";
39318;"12900055";"Картридж Europrint EPC-737";"VenderS";51;2004;2925;"EPC-737";"Europrint";2545;2422;2264;"12 мес.";"Картриджи, тонеры, барабаны";"14042";
36851;"100006658";"Инвертор SVC DI-600-F-LCD";"VenderP";51;37445;47880;"DI-600-F-LCD";"SVC";46842;42517;40492;"12 мес.";"Инверторы";"7474";
39016;"";"Кабель сетевой SHIP D165-P Cat.6 UTP PVC 305метров";"VenderP";51;67463;97447;"D165-P 305метров";"SHIP";85337;75428;71836;"1 мес.";"Витая пара";"1294";
88909648;"104259704";"Патч-панель Ship P197-24A";"VenderP";51;14082;22732;"P197-24А";"SHIP";18659;16420;14854;"1 мес.";"Комплектующие для шкафов";"2204";
88896606;"109894151";"Кабель SHIP D225-P, Cat.5e, UTP, 4x2x1/0.51мм, РЕ, 305 м в катушке, (для внешней прокладки со стальным тросом)";"VenderP";51;61432;88735;"D225-P";"SHIP";79554;70008;65504;"1 мес.";"Витая пара";"6281";
55822;"101719503";"Дополнительные сменные клавиши HyperX HKCPXA-BK-RU/G 4P5P4AX";"VenderP";51;12084;16990;"HKCPXA-BK-RU/G 4P5P4AX";"HyperX";16990;14951;12517;"1 мес.";"Аксессуары для мышек и клавиатур";"40810";
54770;"101163501";"Монитор 27"" BenQ BL2780";"Марвел";100;53400;;"BL2780";"BenQ";68850;60588;57070;"12 мес.";"Мониторы";"Marvel9H.LGXLA.CPE";
57405;"102358221";"Коммутатор D-Link DGS-1210-28/ME/A2B";"VenderP";51;114000;152000;"DGS-1210-28/ME/A2B";"D-link";134520;123554;117670;"12 мес.";"Коммутаторы";"39649";
55585;"104530384";"Наушники Razer Kaira X for Xbox, RZ04-03970100-R3M1";"VenderP";19;17374;32990;"RZ04-03970100-R3M1";"Razer";22586;19876;18095;"12 мес.";"Наушники и гарнитуры";"38833";
55767;"104283194";"Сетевой фильтр Tessan TS-611-DE White (1 розетка)";"акцент";49;4585;4990;"TS-611-DE White";"Tessan";6648;5850;4873;"12 мес.";"Сетевые фильтры, адаптеры";"Н0000026815";
53141;"101114123";"Монитор 23.8"" BenQ GW2475H";"Марвел";24;44322;;"GW2475H";"BenQ";55812;49915;47538;"24 мес.";"Мониторы";"Marvel9H.LFELA.TBE";
55174;"9200724";"Комплект беспроводной клавиатура + мышь Logitech MK540, 920-008686";"Марвел";0;32894,4;42490;"920-008686";"Logitech";40625;35838;34131;"12 мес.";"Наборы Клавиатура + Мышь";"Marvel920-008686";
55174;"9200724";"Комплект беспроводной клавиатура + мышь Logitech MK540, 920-008686";"Пульсер";2;34068;42490;"920-008686";"Logitech";40625;35838;34131;"12 мес.";"Наборы Клавиатура + Мышь";"141502";
55174;"9200724";"Комплект беспроводной клавиатура + мышь Logitech MK540, 920-008686";"Asbis";1430;35223;42490;"920-008686";"Logitech";40625;35838;34131;"12 мес.";"Наборы Клавиатура + Мышь";"170175-920-008686";
55174;"9200724";"Комплект беспроводной клавиатура + мышь Logitech MK540, 920-008686";"Elco";2;35227;42490;"920-008686";"Logitech";40625;35838;34131;"12 мес.";"Наборы Клавиатура + Мышь";"Elco920-008686";
88908341;"";"Батарейки аккумуляторные Varta C HR14 2pcs, 56714-2";"Пульсер";1;7236;;"56714-2";"Varta";11216;9870;7793;"1 мес.";"Батарейки и зарядные устройства";"144111";
55290;"103074362";"Материнская плата ASUS ROG STRIX Z690-G GAMING WIFI";"VSTrade";4;148400;218554;"ROG STRIX Z690-G GAMING WIFI";"ASUS";174370;160862;153202;"36 мес.";"Материнские платы";"28721";
56155;"104110362";"Процессор Intel Core i3-12100 3.3 GHz OEM";"VenderP";51;73902;84990;"i3-12100 OEM";"Intel";77880;70852;67478;"12 мес.";"Процессоры";"42127";
56155;"104110362";"Процессор Intel Core i3-12100 3.3 GHz OEM";"Elco";40;65445;84990;"i3-12100 OEM";"Intel";77880;70852;67478;"12 мес.";"Процессоры";"ElcoCore i3-12100";
56155;"104110362";"Процессор Intel Core i3-12100 3.3 GHz OEM";"Ацерти";291;67678;84990;"i3-12100 OEM";"Intel";77880;70852;67478;"12 мес.";"Процессоры";"30087";
56155;"104110362";"Процессор Intel Core i3-12100 3.3 GHz OEM";"Пульсер";51;68069;84990;"i3-12100 OEM";"Intel";77880;70852;67478;"12 мес.";"Процессоры";"172787";
56155;"104110362";"Процессор Intel Core i3-12100 3.3 GHz OEM";"Asbis";60;68695,87;84990;"i3-12100 OEM";"Intel";77880;70852;67478;"12 мес.";"Процессоры";"14-CM8071504651012SRL62";
56339;"";"Windows 11 Pro 64bit Russian 1pk DSP OEI DVD, FQC-10548";"VenderP";22;85050;93600;"FQC-10548";"Microsoft";93600;88193;83993;"";"Операционные системы";"41709";
56339;"";"Windows 11 Pro 64bit Russian 1pk DSP OEI DVD, FQC-10548";"Марвел";0;78498;93600;"FQC-10548";"Microsoft";93600;88193;83993;"";"Операционные системы";"MarvelFQC-10548";
56339;"";"Windows 11 Pro 64bit Russian 1pk DSP OEI DVD, FQC-10548";"Пульсер";6;86399;93600;"FQC-10548";"Microsoft";93600;88193;83993;"";"Операционные системы";"170833";
55753;"22400240";"Микрофон Defender MIC-117, 64117, Black";"акцент";49;1594;1990;"MIC-117 Black";"Defender";1993;1882;1792;"6 мес.";"Микрофоны";"Н0000022353";
55751;"100056988";"Микрофон Defender MIC-109, 64109, Black";"акцент";4;867;1190;"MIC-109 Black";"Defender";1101;1095;1043;"6 мес.";"Микрофоны";"Н0000022320";
88888002;"100842815";"Метеостанция с термометром и гигрометром RITMIX CAT-041, White";"акцент";99;2790;2790;"CAT-041";"Ritmix";3551;3175;3024;"12 мес.";"Термометры, гигрометры, барометры";"Н0000026587";
88888002;"100842815";"Метеостанция с термометром и гигрометром RITMIX CAT-041, White";"stn";8;3060;2790;"CAT-041";"Ritmix";3551;3175;3024;"12 мес.";"Термометры, гигрометры, барометры";"0000043814";
57975;"101633008";"Кабель SATA Cablexpert CC-SATAM-DATA-0.8M";"Пульсер";4;398;;"CC-SATAM-DATA-0.8M";"Cablexpert";1372;1207;476;"1 мес.";"Кабели";"171903";
88908342;"117304981";"Батарейка VARTA D R20P/D-2, Super Heavy Duty, 1.5V, 2 шт";"VenderP";51;1005;1369;"R20P/D-2";"Varta";1276;1181;1125;"1 мес.";"Батарейки и зарядные устройства";"29021";
53401;"100916682";"Диск SSD 2.5"" 1Tb Transcend SSD220S, TS1TSSD220Q";"акцент";49;40601;49990;"TS1TSSD220Q";"Transcend";48924;44015;41919;"24 мес.";"Твердотельные диски (SSD)";"Н0000024798";
57326;"12901514";"Чернила Epson C13T01L14A, Black";"VSTrade";90;7261;8990;"C13T01L14A";"Epson";9802;8626;7579;"";"Чернила";"Н0000022912";
57326;"12901514";"Чернила Epson C13T01L14A, Black";"акцент";99;7351;8990;"C13T01L14A";"Epson";9802;8626;7579;"";"Чернила";"Н0000022912";
57327;"100115210";"Чернила Epson C13T03P14A, Black";"VSTrade";849;10176;11990;"C13T03P14A";"Epson";13331;11731;10581;"";"Чернила";"24563";
57329;"101702271";"Чернила Epson C13T06C24A 112, Cyan";"VSTrade";83;10176;11990;"C13T06C24A";"Epson";13331;11731;10581;"";"Чернила";"27280";
57330;"101702286";"Чернила Epson C13T06C44A 112, Yellow";"VSTrade";85;10176;11990;"C13T06C44A";"Epson";13331;11731;10581;"";"Чернила";"Н0000024279";
57330;"101702286";"Чернила Epson C13T06C44A 112, Yellow";"акцент";24;10283;11990;"C13T06C44A";"Epson";13331;11731;10581;"";"Чернила";"Н0000024279";
53008;"102027350";"Диск SSD 2.5"" 1TB Geil Zenith Z3, GZ25Z3-1TBP";"Ацерти";298;39055;;"GZ25Z3-1TBP";"Geil";47842;42343;40327;"36 мес.";"Твердотельные диски (SSD)";"35724";
88889559;"101176353";"Конвертер DisplayPort ? HDMI, Cablexpert, A-DPM-HDMIF-002";"акцент";24;3140;3764;"A-DPM-HDMIF-002";"Cablexpert";3925;3581;3410;"1 мес.";"Конвертеры";"Н0000020845";
45027;"101069377";"Картридж HP 645A 51645AE Black";"VSTrade";44;32860;;"51645AE Black";"HP";40582;35712;33996;"1 мес.";"Картриджи струйные";"365";
42993;"101715791";"Кабель USB 2.0 Defender, 1.8 m (для принтера) USB04-06";"Ацерти";25;653;790;"USB04-06";"Defender";853;786;749;"1 мес.";"Кабели";"15282";
36738;"101837039";"Медиаконвертер гигабитный TP-LINK MC210CS";"VenderP";51;24217;29990;"MC210CS";"TP-LINK";30392;26745;25024;"12 мес.";"Медиаконвертеры и трансиверы";"24398";
48953;"7600480";"Маршрутизатор TP-LINK Archer C6";"stn";50;22940;30990;"Archer C6";"TP-LINK";28790;25335;23878;"12 мес.";"Маршрутизаторы";"0000050484";
48953;"7600480";"Маршрутизатор TP-LINK Archer C6";"VenderP";51;25024;30990;"Archer C6";"TP-LINK";28790;25335;23878;"12 мес.";"Маршрутизаторы";"28587";
44655;"12900663";"Картридж HP CF256X, M436dn/ M436n/M436nda";"VSTrade";10;26553;;"CF256X";"HP";33324;29479;27550;"1 мес.";"Картриджи, тонеры, барабаны";"23490";
44655;"12900663";"Картридж HP CF256X, M436dn/ M436n/M436nda";"Марвел";1;27880,14;;"CF256X";"HP";33324;29479;27550;"1 мес.";"Картриджи, тонеры, барабаны";"MarvelCF256X";
47282;"9800600";"Корпус Aerocool CS-105 Blue mATX";"VenderS";51;10555;20223;"ACCS-PC09011.B1";"AeroCool";13827;12909;12294;"1 мес.";"Корпуса";"27611";
40612;"7300209";"Внешний HDD 2.5"" 2Tb Transcend StoreJet 25H3 TS2TSJ25H3B, USB3.0, Black/Blue";"акцент";101;50392;70590;"TS2TSJ25H3B";"Transcend";60470;54604;52004;"24 мес.";"Внешние HDD/SSD";"00016322";
88909242;"114885475";"Картридж Europrint EPC-CF237A";"VenderS";51;7281;9304;"EPC-CF237A";"Europrint";10151;8238;7699;"1 мес.";"Картриджи, тонеры, барабаны";"24664";
88905982;"";"Оперативная память для сервера DDR4 2666/32Gb HP, DIMM, 815100-B21";"comportal";1;175336;;"815100-B21";"HPE";206465;189710;180676;"36 мес.";"Оперативная память для сервера";"174243";
55017;"18500036";"Планшет графический Wacom One Medium, CTL-672, Black";"VenderP";2;33620;42990;"CTL-672";"WACOM";41521;36728;34979;"12 мес.";"Графические планшеты";"68458";
88908343;"118553786";"Батарейка аккумуляторная CAMELION AAA, NH-AAА1100BP2, Rechargeable, 1.2V, 2шт";"VenderP";51;1120;2011;"NH-AAА1100BP2";"CAMELION";1422;1310;1248;"1 мес.";"Батарейки и зарядные устройства";"22383";
47508;"7600491";"Маршрутизатор Mercusys AC12";"VenderP";51;12612;16190;"Mercusys AC12";"Mercusys";16711;14706;13240;"12 мес.";"Маршрутизаторы";"30219";
47472;"101472229";"Кабель HDMI-HDMI Cablexpert CC-HDMI4-6 v2.0 1.8m";"Пульсер";11;1223;1490;"CC-HDMI4-6";"Cablexpert";1587;1427;1359;"1 мес.";"Кабели";"154407";
88898656;"101555856";"Кабель HDMI-HDMI Cablexpert CC-HDMI4L-1M v1.4 1m";"акцент";99;904;1084;"CC-HDMI4L-1M";"Cablexpert";1148;1068;1017;"12 мес.";"Кабели";"Н0000021047";
47470;"101534836";"Кабель HDMI-HDMI Defender HDMI-07 v1.4 2m";"акцент";49;1054;1390;"HDMI-07 v1.4 2m";"Defender";1339;1237;1178;"12 мес.";"Кабели";"Н0000018890";
45392;"100619094";"Картридж Europrint EPC-CF541A";"VenderS";21;3102;3964;"EPC-CF541A";"Europrint";4220;3633;3395;"1 мес.";"Картриджи, тонеры, барабаны";"71937";
45394;"12901501";"Картридж Europrint EPC-CF543A";"VenderS";11;2529;3232;"EPC-CF543A";"Europrint";3232;3001;2805;"1 мес.";"Картриджи, тонеры, барабаны";"24283";
47377;"6801247";"Диск SSD 2.5"" 240Gb GIGABYTE, GP-GSTFS31240GNTD";"Elco";102;9991;13000;"GP-GSTFS31240GNTD";"Gigabyte";13388;11781;10391;"36 мес.";"Твердотельные диски (SSD)";"ElcoGP-GSTFS31240GNTD";
45362;"12900888";"Картридж Europrint EPC-045K";"VenderS";23;2883;3683;"EPC-045K";"Europrint";3604;3391;3169;"12 мес.";"Картриджи, тонеры, барабаны";"23569";
45365;"12900890";"Картридж Europrint EPC-045Y";"VenderS";50;2759;3525;"EPC-045Y";"Europrint";3449;3255;3042;"12 мес.";"Картриджи, тонеры, барабаны";"23572";
88890855;"107848908";"Батарея WBR GP12180 12V 18Ah 181x76x167mm";"Пульсер";1;21863;;"GP12180";"WBR";29624;26069;23693;"";"Аккумуляторы для ИБП";"179648";
55935;"100728611";"Батарейка CAMELION D R20P-SP2G, Super Heavy Duty, 1.5V, 2 шт.";"VenderP";51;598;828;"R20P-SP2G";"CAMELION";820;725;690;"1 мес.";"Батарейки и зарядные устройства";"22309";
54877;"15300249";"Карта памяти SD 32GB Class 10 U1 Transcend TS32GSDC300S";"акцент";24;3328;5990;"TS32GSDC300S ";"Transcend";5658;4979;3478;"24 мес.";"Карты памяти";"Н0000019598";
47504;"40600064";"Сетевой фильтр SVEN SF-05L, SV-015084 (5 розеток 5 метров), Black";"stn";50;3380;;"SV-015084";"Sven";4225;3813;3631;"1 мес.";"Сетевые фильтры, адаптеры";"0000018852";
